text,sdg
suministro informacion car producir agregado nacional debilidad clave sistema necesitar esfuerzo monitoreo salud ambiental informacion apoyar mejor formulacion politica sistema monitoreo calidad aire suficiente evaluar cumplimiento norma ambiental nivel nacional iavh ideam iiap invemar sinchi incompletitud registro usuario agua dificultar implementacion requisito reglamentario gestion agua ideam,6
desarrollo fuente agua alternativo desalinizacion reutilizacion consumir grande cantidad energia escasez agua poder obligar cierre central electrico requerir agua dulce refrigeracion poder ocurrir brecha objetivo area rural urbano rio arriba rio abajo interes conflicto inevitablemente socavar implementacion efectivo responsabilidad nivel gobierno central aplicacion colectivo politica agua especialmente legislacion desactualizado,6
planta tratamiento agua residual obligado reglamento descargar fosforo planta tratamiento agua residual nuevo ampliar cantidad fosforo eliminado calcular mediante formula matematico vertido deber eliminar fosforo cada vertido curso agua uso programa comercial mejora calidad agua comparacion tratamiento tradicional agua residual metodo control contaminacion puntual eliminar contaminant solo fosforo,6
organizacion cuenca fluvial deber capaz administrar presupuesto asignado recaudar asignar propio recurso financiero tiempo proporcionar sistema regulatorio garantizar transparencia rendicion cuenta simultaneamente personal dedicado deber recibir capacidad apropiado administrar recurso tema presentar propuesta senado modificar ley nacional agua fin organismo cuenca consejo cuenca recir recurso financiero traves contrato operativo ver capitulo mejora eficiencia economico financiero sostenibilidad,6
rehabilitacion sistema alcantarillado instalacion tratamiento agua residual existente creacion nuevo sistema instalacion area desprovisto sistema central alcantarillado financiada manera inadecuado marco proyecto financiado inversionista internacional ciudad centro regional pueblo kmk trabajar construccion rehabilitacion sistema agua alcantarillado valorado millon inversion aumentar sustancialmente ascender millon somoni millon vez mayor millon somoni millon,6
lago lammijarv lago peipsi chudskoe lago pihkva segun clasificacion estonia parcialmente moderado lado lago peipsi chudskoe parcialmente malo lado lago pihkva momento primero evaluacion ecologico rio narva informar bueno impacto transfronterizo evaluo insignificante lago peipsi chudskoe retener carga contaminacion mejorar calidad agua narva,6
variedad entidad diferente incluido comunidad individuo empresa organizacion fin lucro poder solicitar financiamiento cwsrf proyecto elegibl financiacion poder adoptar forma subvencion prestamo tipo interes inferior mercado plazo reembolso año combinacion ambos fondo dirigir comunidad pequeño desfavorecir fondo rotatorio estatal agua potable dwsrf establecer financiar proyecto suministro agua estructura proceso reflejar programa cwsrf beneficiario prestamo hacer reembolso programa estatal fondo revolver quedar disponible proyecto futuro,6
sistema consulta negociacion permanente grupo interes duda condicion medida gestion agua socialmente aceptable centrar mejora calidad ecosistema acuatico sostenibilidad marco temporal dual garantizar gestion socialmente aceptable justo largo plazo tiempo preservar tiempo respuesta rapido esencial gestion crisis,6
generar compensacion seguridad titular derecho flexibilidad asignacion agua poder generar oposicion titular derecho buscador renta necesario considerar proceso apropiado medida compensacion primero lugar economia rapido crecimiento necesitar asegurar suministro alimento hacer cada vez acuerdo arrendamiento tierra nacion pobre tierra fertil disponibilidad agua wef separacion derecho agua propiedad tierra pais garantizar agua beneficie hogar necesidad poder generar tension nuevo dueño tierra,6
abordar deficit suministro dentro cuenca individual enfoque alto costo aumentar requisito nuevo infraestructura requerir restriccion uso agua agua pesado costo bombeo carbono alto transferencia largo distancia gran escala costoso relacion valor agua margen mayor interconexion dentro empresa agua,6
necesitar enfoque ambicioso radical reducir demanda mitigar competencia usuario agua asignacion agua usuario incluir ecosistema desafio importante escenario reciclaje reduccion nutrient evalua impacto medida reutilizar nutrient agricultura reducir descarga nitrogeno fosforo domestico agricola,6
proceso desarrollar profundizar suficiente plan estatal anticuado agencia estatal perder personal cualificado dificultad promover reforma sector agua aprobar legislacion cobrar canon uso agua aplicar debido sequia carga administrativo comites cuenca perder conexion consejo estatal recurso hidrico segmento sociedad civil movilizado usuario agua plenamente activo intento anterior implantar sistema estatal gestion recurso hidrico fracasaron dejar tras duro recriminacion,6
necesario recuperar acuifero natural agotado problema escasez agua ver agravado ultimo año varios ciclo sequia plurianual consiguiente bombeo excesivo agua satisfacer creciente demanda precipitacion anual disminuir media poder disminuir segun modelo cambio climatico capitulo aumento poblacion crecimiento agricola ejercer presion adicional limitado recurso hidrico israel cantidad calidad,6
sustancial consumidor agua experimentar dificultad pagar servicio abastecimiento agua eliminacion agua residual tuberia agua mitad colector agua residual encontrar mal indicador calidad agua menudo cumplir estandar seguridad salud humano perder grande cantidad agua fuga red alrededor suministro total tbilisi rustavi sistema wss privatizar ahora propiedad privado empresa georgiar water power,6
segun evaluacion oficial objetivo alcanzar final capitulo permitir implementacion serie actividad incluido rehabilitacion bomba hidraulico suministro agua potable disposicion agua residual instalacion medidor agua restauracion ocho pozo agua organizacion cuatro curso capacitacion taller enfocado sensibilizacion comunidad tema relacionado consumo agua programa implementar lentamente,6
gobierno local constituir punto contacto directo residente cuestion conservacion agua mayor capacidad ajustar politica adaptar cambio comportamiento probable influir habito popular materia agua nivel superior gobierno mientras cada provincia argentina propio conjunto ley definir funcion responsabilidad materia agua mayoria pais alc contar ley nacional agua asignar funcion competencia materia nivel inferior gobierno mitad pais alc estudiado consagrar responsabilidad subnacional sector agua disposicion constitucional,6
marco institucional agencia bajo supervision sujeto ajuste significativo programa reestructuracion administracion central gobierno pracir proposito programa lanzado gobierno central aumentar coherencia eficiencia administracion publico apa principal organismo responsable seguimiento implementacion politica ambiental materia cambio climatico contaminacion calidad aire reduccion ruido manejo residuo area proteccion naturaleza conservacion biodiversidad reorganizacion instituto conservacion naturaleza biodiversidad icnb incluir establecimiento cinco nuevo departamento regional gestion area clasificado dgac instituto regulacion agua residuo solido irar responsable regular servicio agua alcantarillado reorganizar autoridad regulacion servicio agua residuo ersar,6
modo existir version sofisticado interaccion superficie agua subterraneo pozo parcialmente penetrant colmatacion cauce ejemplo hunt hunt multiplicador lagrange poder interpretar precio efectivo valor actual derecho daño marginal externalidad equivalente empresa resultado poder inducir derecho comercializabl negociir base coste marginal reduccion empresa igual daño marginal multiplicado kuwayama brozovid palazzo brozovic,6
carga organico agua residual industrial tratado vertido agua receptor natural representar ciento carga organico agua residual urbano vertido agua receptor natural directiva consejo eec mayo contaminacion causado cierto sustancia peligroso vertido medio ambiente acuatico comunidad transpuesta legislacion rumano anexo modificatorio establecer valor limite contaminant agua superficial altamente toxico persistente bioacumulativo estipular norma ambiental estandar calidad anexo contener lineamiento desarrollar inventario emision descarga perdida sustancia prioritario contaminant especifico,6
miembro subcomites soler celebrar reunion mensual libano sirio debatir cuestion relacionado cuenca intercambiar dato hidrologico resultado analisis calidad agua sirio turquia poner marcha proyecto conjunto presa rio oront siria ambos pais firmar memorando entendimiento construccion presa amistad sirio turco rio oront suministrar agua riego energia hidroelectrico,6
nivel freatico alto problema drenaje riego contribuir salinizacion suelo extraccion agua kura irrigacion ocurrir principalmente agua abajo mingcchcvir existir actividad manufacturero limitado turquia basado agricultura cria animal,6
cambio politica incluido componente financiero poder caso facilitar reduccion costo gestion agua evaluacion mecanismo perverso apoyo miras eliminarlo gradualmente poder contribuir reducir costo gestion recurso hidrico realizar esfuerzo direccion pais ocde poder hacer alrededor apoyo total productor agricola ocde brindar incentivo producir usar insumos variable comparacion ocde directiva marco agua destacar importancia analizar financiacion vinculado politica sectorial ejemplo agricultura energio cambio climatico apoyar directamente proyecto accion impactar sistema hidrico,6
año forma junta ciudadana incluir ley agua objetivo fortalecer participacion comunitario servicio agua saneamiento facilitar proceso organizativo normativo iii contribuir sostenibilidad servicio agua saneamiento servicio poder ayudar asegurar participacion ciudadano proceso planificacion construccion operacion sistema agua saneamiento mejorar desempeño aumentar conciencia colectivo corresponsabilidad usuario adaptar contexto local poder desafio alcance formato participacion adaptar cada pueblo acuerdo norma costumbre historico,6
pacto nacional gestion agua buen oportuna herramienta lograr objetivo capitulo inconsistencia resultar ana responsable criterio cauce principal rio dominio federal responsable criterio afluent rio afluent dominio estatal cambiar prerrogativa requerir cambio constitucional negociacion politica compensacion,6
ogallala fuente importante desarrollo riego gran escala partir decada disponer tecnologia asequible extraer agua subterraneo aplicar grande campo algodon maiz trigo invierno sorgo warren numero pozo texas high plains aumentar medida agricultor aumentar produccion cultivo regadio colaizzi ogallala gran acuifero fosil tasa lento recarga natural,6
relevancia politico metafora agua virtual mayor valor escasez costo oportunidad sustancial uso metafora agua virtual contexto mejorar discusion relacion recurso hidrico seguridad alimentario relevancia politica agua virtual limitar situacion recomendacion politica surgir discusion agua virtual menudo coherente maximizacion valor recurso limitado,6
suministro agua alcantarillado principal ciudad dushanbe khujand nurek rogun distrito faizabad organizar bajo auspicio autoridad local correspondiente kmk asesorar apoyar cuestion tecnico principios barki tojik retirar ministerio energia recurso hidrico esfuerzo separar funcion desarrollo politica actividad operativo capitulo expidir permiso uso especial agua cubrir captacion agua descarga agua residual capitulo previo coordinacion diverso autoridad,6
ultimo frontera agua atravesar lugar termino ciudad decir tratar municipio area metropolitano interior decir entorno circundante zona rural cuenca hidrografico sostener mayor demanda agua ciudad menudo encontrar fuente real agua hacer especial hincapie mecanismo gobernanza destacado poder fomentar eficacia eficiencia inclusion gobernanza agua urbano base principio ocde gobernanza agua ocde referir coordinacion vertical horizontal politica acuerdo metropolitanos especifico asociacion rural urbano coordinacion lugar participacion interesado coordinacion persona,6
periodo alrededor mil millon persona vivir area escasez agua poblacion vulnerable inundacion especialmente ciudad costero ocde medida intensificar competencia agua hogar agricultor habitante urbano industria actor estatal directo indirectamente afectado politica agua desempeñar papel cada vez mayor gobernanza adaptativo agua interesado poder tener capacidad influir resultado politica agua manera positivo negativo ocde,6
caso nuevo proyecto infraestructura especialmente importante requisito medioambiental cuenta integrante proceso planificacion ejecucion agua subterraneo contaminar objetivo restablecer buen calidad prevencion deterioro calidad agua subterraneo cualquiera tendencia alza significativo sostenido concentracion nitrato agua subterraneo lograr principalmente mediante aplicacion directiva nitrato directiva relativo agua residual urbano,6
presion acuifero aumentar medida granja tratar compensar falta precipitacion mayor bombeo tasa recarga acuifero disminuir consecuencia importante sector ganadero agotar forraj deber reducir rebaño ganado competencia agua riego escaso cultivo requerir nuevo esquema asignacion agua querer agotar suministro agua mayor variabilidad precipitacion dar lugar mayor variabilidad ingreso hacer acceso credito seguro importante querer explotacion viable periodo tiempo largo,6
convenio agua fomentar gestion sostenible recurso hidrico compartido traves cooperacion estable predecible obligacion importante lograr objetivo convenio llevar cabo hecho evaluacion preciso recurso hidrico naturaleza magnitud problema agua esencial preparar accion politica adecuado nivel local nacional transfronteracer,6
plantear consideracion eficiencia asi insuficiencia financiacion area grecio zaga implementacion directiva tratamiento agua residual urbano requeer agua residual municipal tratado solo dos planta tratamiento agua residual verter area sensible lograr eficiencia tratamiento requerido directiva principalmente capacidad brecha financiamiento municipio menudo ejecutar presupuesto solo considerar propio perspectiva plan falta enfoque integrado politica agua personalizado territorialmente afectar eficiencia ejecucion presupuesto,6
tiempo mostrar agricultura representar grande extraccion total ascender estimado estimacion agregado combinar tasa diferente pais tasa igualmente variable nivel subnacional margat der gun mostrar uso agricola representar porcion significativo uso agua subterraneo menos nueve pais ocde israel chile corea turquia australia unidos españa mexico portugal,6
mayoria rio exhibir alto grado degradacion particularmente dentro cuenca murray darling principal region productor agricultura australia calidad agua potable ver afectado lugar region costero agua abajo grande area agricola sufrir carga sedimento nutrient termino salud ambiental gran barrera coral gbr investigacion reciente indicar cantidad sedimento fosforo nitrogeno ingresar gbr aumento agricultura contribuyente clave problema calidad agua gbr rolfe windle dar falta sistema monitoreo nacional dificil evaluar tendencia nacional calidad agua relacionado agricultura ocde realizar limpieza restauracion costoso lago iconico duda agua subterraneo nivel nacional descarga difusa ahora superar creces contaminacion fuente puntual,6
servicio relacionado cuenca hidrografico servicio quizas importante brindar ecosistema heidmork agua potable servicio recreativo area area suministro agua clave area gran reykjavik albergar pozo gvendarbrunnar suministrar agua potable mitad poblacion islandes,6
ejemplo precio internacional trigo maiz aumentar junio julio despues sequia verano america norte europa preocupar mercado internacional afectar perspectiva mundial produccion cereal sojo banco mundial lado cambio gradual riesgo agua conducir cambio produccion poder generar cambio mercado largo plazo liu explorar impacto riesgo riego produccion agricola papel comercio internacional simulacion enfocar region esperar enfrentar falla riego incluido chinar pais sur asia region medio oriente africa norte,6
evento poder interrumpir suministro agua superficial importado incluir brecha diqu delta sacramento san joaquin norte california sequia extremo sequia extremo limitarir captura reutilizacion escorrentia local poder afectar calidad agua importado usgs utilizar modelo simulacion agua subterraneo generar funcion respuesta representar impacto hidraulico cuenca diferente escenario interrupcion utilizacion agua subterraneo emergencia funcion respuesta combinar coeficiente costo tasa descuento representacion probabilistico probable uso adicional agua subterraneo estimar beneficio emergencia estrategia gestion agua subterraneo,6
usuario agua urbano contar medidor precio agua cobrar acuerdo volumen consumido introduccion politica precio agua aumentar sustancialmente periodo precio real agua incluir impuesto ambiental aumentar precio encontrar ahora alto ocde aumento precio provocar disminucion sustancial demanda agua urbano litro persona dia nivel bajo ocde dado precio agua puramente volumetrico tarifa social asequibilidad servicio agua garantizar traves politica social separado,6
agencia europeo medio ambiente informar mayoria pais eecca problema calidad suministro agua potable porcentaje muestra agua potable cumplir norma microbiologico oscilar cinco exceso mayor fuente agua potable centralizado principalmente zona rural situacion conllevar importante repercusion negativo salud ilustrar dos grafico siguiente basado dato oms oms,6
uso excesivo malo asignacion recurso hidrico debido derechos agua incompleto sobreasignado subvaluacion agua deficiencia planificacion recurso largo plazo contribuir desequilibrio vez traducir mecanicamente mayor riesgo escasez agua cuenca hidrografico existir estres hidrico estructural probable escasez agua deber deficit precipitacion incluso leve definitiva estres hidrico generar riesgo escasez agua vulnerabilidad sequia,6
proveedor agua municipal gastar recurso proyecto suministro agua depender agua construir tuberia paralelo proyecto suministro agua deber pasar largo proceso contradictorio recibir permiso mayoria drenaj incluso cuenca satisfacer necesidad municipal industrial ambiental agricola depender usuario derechos preexistent recurso financiero politico resultado menos optimo sequia ejemplo pueblo poder tener suministro completo agua comunidad vecino,6
esquema involucrar transaccion relacionado tierra comuna saint ivy francia comprar tierra agricola convertir bosque proteger acuifero propietario tierra francia poder imponer opcion cultivo arrendatario barracar caso esquema involucrar diseño contrato desempeño condado santa cruz california distrito conservacion recurso compañia fresa driscolls poner prueba iniciativa conservacion basado desempeño monitorear mejorar calidad agua subterraneo administrar mejor cantidad objetivo nuevo mecanismo seguimiento pago incentivo conservacion agricultor participant levy christian smith,6
indice basar dato disponible publicamente escasez fisico calidad agua superponer factor importante incluido regimen regulatorio problema social reputacion incorporar previamente medicion riesgo agua indice medir cuatro area incluir acceso agua potable saneamiento mejorado disponibilidad agua renovable dependencia suministro externo relacion agua disponible demanda suministro dependencia agua economia cada pais fecha estudio modelado simular impacto estrategia mitigacion perdida anual contaminant comparacion presion ventana ecologico estacional collins mcgonigle mayor desarrollo modelo mejorar orientacion politica deber identificar ventana oportunidad ecologico especifico ejemplo temporada desove salmon lugar carga anual reduccion collins mcgonigle ciencia politica ambiental vol helcom helsinki finlandia,6
acuifero confinado generalmente ocurrir profundidad bajo menudo presentar conexion hidraulico directo cuerpo agua superficial soler tener extension area pequeño sistema acuifero confinado propenso contaminacion actividad uso tierra acuifero confinado profundo poder costoso explotar dos propiedad comun acuifero primero lugar igual caso agua superficial gravedad principal fuerza mover agua subterraneo continente curso agua oceano,6
requerir realizar analisis costo beneficio nivel local regional nacional internacional determinar como formulador politica recopilar utilizar informacion dato actual agua costo beneficio recopilar analizar comunicar informacion necesitar mayor esfuerzo comunicar mensaje informe analisis dato agua asesor politica publico general implicar evaluar obstaculo oportunidad institucional identificar area superposicion institucional sinergia recopilacion dato agua movilizar interesado local diseñar sistema informacion agua fomentar coordinacion productor usuario dato fomentar enfoque multidisciplinario,6
actividad economico depender agua ver negativamente afectado vez agravar exigente reto equilibrar demanda competencia distinto uso navegacion generacion energia hidroelectrica agricultura industrio turismo recreacion etc deber prestar atencion recurso hidrico entorno cambiante fin garantizar funcionamiento ecosistema preservacion capital natural,6
hombre mujer sufrir morir diarrea region excepto sudeste asiatico ausencia insuficiencia aseo publico mujer reflejar reforzar exclusion mujer poder publico espacio publico general millon persona mundo carecer incluso medio rudimentario obtener agua potable mientras mil millon disponer instalacion saneamiento protegido contaminacion exterior onu onu onu mujer oms unicef acceso agua saneamiento demanda provision prioridad salud organizacion politica genero aunque manifiestir diferente manera diferente lugar dimension genero sector agua saneamiento higiene wash reflejar cada vez agenda politica publico resultado concreto parcial desigual general agua considerar recurso fisico cuyo suministro determinado mayor ciclo hidrologico infraestructura fisico,6
ambos pais establecer criadero pez albania tomar medida limitar pesca ilegal alteracion zona junco provocar deterioro habitat amenazar zona desove invernada especie pez existir tres estacion hidrologico territorio republica yugoslavo macedonia mientras instituto hidrobiologico supervisar calidad biologico quimico sistema lago,6
segun hungria acuifero posiblemente riesgo termino calidad cantidad hungria considerar necesario evaluacion calidad recurso utilizable seguimiento conjunto principalmente cuantitativo modelizacion conjunto incluir estimacion cantidad flujo agua subterraneo transfronterizar segun rumania impacto transfronterizo debido alto nivel dilucion debido flujo rio murc maro debido gran distancia mina frontera,6
sector respectar energia hidroelectrica plan largo plazo elaborar plan mediano plazo cada diez año actualizar frecuencia regulado aneel sucesora dnaee operar red hidrometrico grande transferir ana despues creacion creer restriccion significativo planificacion cuenca fluvial creer oportunidad embalse agua poder utilizar multiple uso hecho represa cambiar regimen flujo agua abajo crear fuente agua estable confiable uso especialmente area afectado gran variabilidad precipitacion suceder region semiarida caracterizado escasez agua,6
proporcion considerable agua residual tratado verter reutilizada japon segundo mayor productor agua residual mil millon generado mil millon ciento total tratado singapur unico pais asia pacifico tratar agua residual millon,6
tratar principalmente pequeño cuerpo agua superficie inferior solo lago superficie superior descarga invernal agua embalse toktogul dar resultado aumento area sistema lago aydar arnasay ahora grande uzbekistan superficie capacidad almacenamiento lago superar reserva agua dema embalse agregar lista convencion ramsar humedal importancia internacional especialmente habitat ave acuatico,6
agua residual desecho solido disponer cauce rio rio convertir patio trasero mayoria localidad servir sitio disposicion agua residual desecho solido ultimo dos decada rehabilitacion rio recuperacion funcion ambiental social rio tomar lugar cada vez importante agenda publico,6
diseño proceso deber incluir difusion material responsable politico decisorio pertinente dirigir amplio gama audiencia existir amplio gama publicacion cada evaluacion tipo publicacion incluir resumen politica documento politica grande resumen informe evaluacion informe tecnico completo promocion hallazgo llevar cabo manera regular asegurar mensaje llegar autoridad correspondiente informir agenda regional desarrollo gestion agua tomar cuenta proceso intergubernamental destacado,6
estimacion huella ecologico generalmente cuenta requisito asimilacion residuo expresar medida superficie terrestre huella hidrico dar cuenta agua utilizado asimilar contaminacion considerar volumen agua dilucion requerido mantener estandar calidad agua hoekstrar prensa huella ecologico describir implicacion actividad consumo regional nacional recurso natural medio ambiente expresar impacto termino superficie tierra necesario sustentar poblacion objetivo wackemagel rees wackemagel asi huella ecologico permitir comparar implicacion ecosistemica actividad consumo region pais evaluar region pais consumir recurso manera sostenible sostenible perspectiva global,6
comite coordinacion politica integrado agua ciw autoridad competente dma coordinacion politica integrado agua fland integrado principal funcionario entidad administrativo involucrado gestion agua representante autoridad gestion agua nivel local triple mision preparar planificar hacer seguimiento politica integrado agua garantizar enfoque uniforme politica integrado agua subcuenca iii implementar decision gobierno flamenco relacionado politica integrado agua implementacion dma comite preparar plan hidrologico cuenca dos distrito hidrologico cuenca fland escalda mos,6
directiva derivado dma centrar agua subterraneo directiva agua baño objeto proteger salud usuario agua baño interior costero europa directiva gestion riesgo inundacion objeto mejorar prevencion reduccion daño causado inundacion cuenca fluvial particular obligacion elaborar publicar tardar diciembre plan hidrologico cuenca establecer programa medida fecha impulsar considerablemente planteamiento,6
desarrollar acuerdo estandar mayoria consistente resultado importante relacionado agua estrategia desarrollo mediano plazo transformacion institucion gestion agua empresa publico nivel municipal agencia gestion agua incluido oficina local nivel entidad implementacion nuevo ley agua incluido subley armonizacion orientacion reglamento norma dado estrategia anterior expirar aunque curso preparacion estrategia seguimiento existir discontinuidad politica importante area,6
pais avanzar significativamente ampliacion cobertura poblacion rural abastecimiento agua potable fuente mejorada enero poblacion rural acceso sistema abastecimiento agua centralizado local zona ruralesl poblacion acceso sistema alcantarillado centralizado local enero,6
explicar hecho diseño implementacion politica regional depender gran medida gobierno subnacional obstaculo coherencia agua area politica pais ocde cont asignacion responsabilidad superpuesta claro inexistente problematico tratar coordinar politica agua desarrollo regional sector energia agricultura ejemplo rason primero pais ocde generalmente establecer mecanismo coordinacion politica agua energio agricultura area desarrollo regional planificacion espacial segundo lugar politica hidrico energia soler cargo ministerio medio ambiente gestion recurso hidrico menudo manejar menos dentro ministerio agricultura,6
parecer haber gran margen operador enfrentar necesidad renovar reemplazar infraestructura obsoleto aunque pais proporcionar dato tema analisis caso especifico finlandia suiza belgica sugerir realizar esfuerzo aumentar recuperacion costo pais ocde particular cubrir costo gestion agua residual necesitar mayor inversion cifra promedio ocultar area pobreza hidrico factura wss representar ingreso familiar decil pobre mexico polonia respectivamente,6
subsidio cruzado riego energia evitar subsidio gubernamental produccion energia publico competir empresa electrico privado caso partidario riego negociar exito marco evaluacion proyecto ingreso agricola sustituir beneficio nacional neto caso producir sobreinversion considerable riego punto vista beneficio nacional neto decir ganancia ingreso agricola alto,6
ejemplo aprovechar conocimiento relacionado agua responsable politico poder crear sistema informacion agua mientras resolucion conflicto asignacion recurso hidrico requerir participacion activo afectado identificar compensacion adecuado llegar consenso hecho participante encuestado coincidir mecanismo existente participacion interesado suficiente opinion coincidir herramienta lograr fomentar toma decision inclusivo formalmente hacer sistematico participacion interesado informalmente proporcionar canal interesado contribuir libremente resultado demostrar herramienta existir mano tratar hacer efectivo orientarla resultado practica desarrollar nuevo instrumento,6
tratar medida conservacion relativamente nuevo varios ayuntamiento seguir cerca resultado proyecto parcela proyecto aplicacion nuevo politica agua distinto programa campo sinergia agua ordenacion territorio proyecto formar programa investigacion ejecutar consorcio ministerio provincia municipio sector privado trabajar junto nuevo practica corea fomentar uso instalacion publico complejo residencial publico municipio reciclar voluntariamente agua lluvia mediante instalacion gestion agua lluvia lado perspectiva cuenca facilitar integracion influencia fisico medioambiental social economico recurso hidrico descentralizacion gobernanza agua aumentar numero frontera administrativo organizacion pertinente,6
primero siglo mero conversion tierra agricultura secano sureste australia suroeste unidos conducir aumento significativo recarga almacenamiento agua subterraneo taylor central spain intensivo groundwater pumping the upper cuenca guadiana contribuir aumento neto disponibilidad agua uso consuntivo llama garrido mecanismo dar especialmente zona acuifero profundo confinado recarga rapido,6
establecer sistema cofinanciacion publico actividad ong ambiental encuesta reciente encontrar solo poblacion conocer proceso consulta publico plan gestion bajo directiva marco agua mitad persona entrevistado expresar intencion participar comision europeo util examinar forma desarrollar cultura voluntariado luxemburgo,6
mayoria cuenca objeto debate negociacion ribereño cuenca rio jordan ver ensombrecido conflicto politico sostenido existir gran cantidad literatura cuenca disputa aunque necesariamente aspecto relevante ejemplo literatura cuenca rio jordan menor medida cuenca rio eufrat tigris dominado enfoque relacion politica ocupacion asimetria poder,6
administracion medio ambiente dos unidad inspeccion estatal medio ambiente supervision inspeccion coordinacion inspector ley agua sentar base consolidacion sector estipular transferencia competencia moepp dentro departamento agua necesario establecer adecuadamente unidad organizativo responsable gestion cuenca fluvial,6
perfil genero muerte diarrea debido escasez agua saneamiento consistente mayoria region hombre sufrir morir diarrea excepto sudeste asiatico proporcion muerte enfermedad femenino notable producir inclinacion global hacia mayor numero muerte avad femeninos general organizacion mundial salud oms estimar causa principal alrededor muerte infantil mundo wateraid niño menor cinco año diarrea principal causa morbilidad mortalidad responsable total muerte grupo edad oms walker,6
nivel superior gobernanza escala regional nacional internacional asumir entonces papel facilitador resolucion conflicto cooperacion transfronterizar financiacion sector publico priorizacion gestion agua esencial querer hacer frente mejorar crisis inminente incluso relacion transfronteriza controvertido mostrar esfuerzo forjar acuerdo rutinizar cuestion gobernanza agua compartido,6
vez disminuir nivel retencion agua invierno aumentar caudal invierno rio probable verano calido seco aumentar demanda riego reducir caudal rio reduzcan capacidad dilucion conducir mayor concentracion contaminant pesar preocupacion subregion parecer tener capacidad adaptar impacto cambio climatico,6
especie autoctono comun delfin rio indo correr peligro reducir considerablemente caudal agua procedente deshielo glaciar segun informe capacidad presa hidroelectrica disminuir sustancialmente incluso planificar nuevo thakkar banco mundial actuar principal mediador firmar primero tratado india pakistan afirmar principal factor contribuir problema utilizacion agua desmoronamiento infraestructura hidrico hacer poblacion recurrir bombeo agua subterraneo ahora suministrar agua utilizado region banco mundial,6
francia ejemplo cargo extraccion representar solo alrededor precio agua pagar hogar probable cambiar comportamiento ministerio ecologia desarrollo sostenible energia francia evaluar costo recurso dificil requerir medir beneficio inducido agua tipo uso agriculturo usar agua riego suministro agua potable energia hidroelectrico etc primero referir metodo usar dato mercado obtener valor monetario cuanto dispuesto pagar individuo bien servicio interes decir disposicion pagar wtp cuanto requerir compensacion expuesto perdida bienestar decir disposicion aceptar wta ultimo referir metodo utilizar escenario hipotetico estimar wtp wta individuo metodo utilizar amplio gama bien comercial agua contaminacion aire nivel ruido riesgo salud etc,6
hacer frente desafio gobernanza agua requerir combinacion medida politica bien integrado poder dificil lograr contexto responsabilidad fragmentada varios actor publico decision tomar diferente nivel territorial internacional nacional regional municipal cuenca etc requerir mayor coherencia politica horizontal verticalmente diferente institucion,6
segundo ejemplo categoria nuevo zelanda lado prestacion servicio infraestructura relacionado suministro agua municipal eliminacion agua residual generalmente llevar cabo autoridad territorial consejo distrito ciudad excepcion grande area municipal consejo regional poder ayudar prestacion servicio granel wellington alternativamente varios autoridad territorial poder contratar organizacion controlado consejo ejemplo watercare auckland,6
disponer nuevo conocimiento herramienta ayudar reducir incertidumbre desarrollo respuesta politica equidad deber tener cuenta respecto quien recaen coste beneficio reforma politico necesidad generacion futuro coherencia politico necesario garantizar iniciativa adoptado distinto sector politico ejemplo agricultura urbanismo clima repercusion negativo calidad agua ecosistema agua dulce aumentar coste gestion calidad agua,6
realizar avance significativo respecto residuo inert incumplir objetivo reduccion residuo desechabl especifico residuo voluminoso gestion residuo municipal adolecir falta planificacion coherente nivel nacional dificultar explotacion sinergia,6
fuerte vinculo agua superficial base cooperacion acuerdo federacion rusia kazajstan uso proteccion conjunto agua transfronteriza cuestion importancia transfronterizo debatir comision conjunto kazajo ruso dato seguimiento compartir grupo trabajo intergubernamental asignacion flujo bolshoy uzen karaozen malyi uzen saryozen superficie tierra requerir riego depender gran medida disponibilidad real agua rio depender condicion hidrometeorologica oscilar año humedo año seco acuifero precaspio transfronterizo tres embalse kazajstan embalse sarshyganak ajdarchansk rybnyj sakryl,6
caso tarifa alto poder brindar incentivo uso eficiente agua esencial generar recurso financiero necesario inversion operacion continuo servicio agua particularmente cierto caso servicio agua residual subdesarrollado adb contaminacion causar vertido generalizado indiscriminado desecho solido fuente mayor descarga agua residual tratar servicio municipal agua banco mundial,6
mientras servicio hidrometeorologico indicar azerbaiyan tendencia aumento caudal rio invierno disminucion caudal verano combinado reduccion ciento disponibilidad anual agua precipitacion mayor derretimiento nieve cordillera controlar magnitud variacion estacional rio tierra bajo mapa mostrar proporcion significativo agua superficial azerbaiyan producir localmente hecho alrededor ciento kmvy descarga rio kura mar caspio provenir rio nacional azerbaiyan,6
escorrentia anual poder disminuir debido aumento evaporacion grande lago posibilidad inundacion fuerte lluvia incluso verano poder aumentar especialmente sistema fluvial pequeño inundacion poder causar desbordamiento planta tratamiento problema extraccion agua afectar calidad agua nivel agua subterraneo poder aumentar invierno disminuir verano recarga reducido agua subterraneo poder causar agotamiento oxigeno cuerpo agua subterraneo pequeño consecuencia aumento concentracion metal agua subterraneo hierro manganeso rio originar finlandia destinatario final cuenca mar baltico lago ladogar federacion ruso,6
